marry,libpython3.4-minimal,3.4.0-2ubuntu1
marry,libpython3.4-stdlib,3.4.0-2ubuntu1
marry,libqdox-java,1.12-1build1
marry,libquadmath0,4.8.2-19ubuntu1
marry,libreadline6,6.3-4ubuntu2
marry,libregexp-java,1.5-3build1
marry,librhino-java,1.7R4-2
marry,libroken18-heimdal,1.6~git20131207+dfsg-1ubuntu1
marry,librtmp0,2.4+20121230.gitdf6c518-1
marry,libruby1.9.1,1.9.3.484-2ubuntu1
marry,libsane,1.0.23-3ubuntu3.1
marry,libsane-common,1.0.23-3ubuntu3.1
marry,libsasl2-2,2.1.25.dfsg1-17build1
marry,libsasl2-modules,2.1.25.dfsg1-17build1
marry,libsasl2-modules-db,2.1.25.dfsg1-17build1
marry,libsaxon-java,1:6.5.5-10
marry,libsctp1,1.0.15+dfsg-1
marry,libsecret-1-0,0.16-0ubuntu1
marry,libsecret-common,0.16-0ubuntu1
marry,libselinux1,2.2.2-1ubuntu0.1
marry,libsemanage-common,2.2-1
marry,libsemanage1,2.2-1
marry,libsepol1,2.2-1
marry,libservlet2.5-java,6.0.39-1
marry,libservlet3.0-java,7.0.52-1ubuntu0.1
marry,libsigc++-2.0-0c2a,2.2.10-0.2ubuntu2
marry,libsigsegv2,2.10-2
marry,libsisu-guice-java,3.1.1+dfsg-1
marry,libsisu-ioc-java,2.3.0-5
marry,libslang2,2.2.4-15ubuntu1
marry,libslf4j-java,1.7.5-2
marry,libsm6,2:1.2.1-2
marry,libsndfile1,1.0.25-7ubuntu2
marry,libsqlite3-0,3.8.2-1ubuntu2
marry,libss2,1.42.9-3ubuntu1
marry,libssl1.0.0,1.0.1f-1ubuntu2.5
marry,libstdc++-4.8-dev,4.8.2-19ubuntu1
marry,libstdc++6,4.8.2-19ubuntu1
marry,libsub-name-perl,0.05-1build4
marry,libsystemd-daemon0,204-5ubuntu20.7
marry,libsystemd-login0,204-5ubuntu20.7
marry,libtasn1-6,3.4-3ubuntu0.1
marry,libtdb1,1.2.12-1
marry,libterm-ui-perl,0.42-1
marry,libtext-charwidth-perl,0.04-7build3
marry,libtext-iconv-perl,1.7-5build2
marry,libtext-soundex-perl,3.4-1build1
marry,libtext-wrapi18n-perl,0.06-7
marry,libthai-data,0.1.20-3
marry,libthai0,0.1.20-3
marry,libtiff5,4.0.3-7ubuntu0.1
marry,libtimedate-perl,2.3000-1
marry,libtinfo5,5.9+20140118-1ubuntu1
marry,libtirpc1,0.2.2-5ubuntu2
marry,libtool,2.4.2-1.7ubuntu1
marry,libtsan0,4.8.2-19ubuntu1
marry,libtxc-dxtn-s2tc0,0~git20131104-1.1
marry,libudev1,204-5ubuntu20.7
marry,libudisks2-0,2.1.3-1
marry,libunistring0,0.9.3-5ubuntu3
marry,libusb-0.1-4,2:0.1.12-23.3ubuntu1
marry,libusb-1.0-0,2:1.0.17-1ubuntu2
